Address,City,Price,Lot size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden
Landauerstraat 33,Purmerend,400000,101.0,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Oude Vriezenveenseweg 13,Almelo,239000,97.0,1945,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Oude Gouw 12,Wognum,1195000,288.0,1850,Bestaande bouw,"Woonboerderij, vrijstaande woning",Tentdak bedekt met pannen en riet,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A+,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin"
Bouwlingplein 52,Oosterhout (NB),595000,129.0,2005,Bestaande bouw,,,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,In centrum,
De Beukums 82,Boxtel,305000,105.0,1976,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,,"Achtertuin, voortuin en zijtuin"
Rustenburg 55 b,Zaandam,425000,85.0,1907,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water, in centrum, in woonwijk en vrij uitzicht",Achtertuin
Hienkershoff 58,Dreumel,685000,152.0,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning (hofjeswoning)",Dwarskap bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras"
Naarderstraat 169,Den Haag,259500,67.0,1927,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,G,Aan rustige weg en in woonwijk,
Naaldaar 9,Zeewolde,480000,140.0,1991,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin
Kerstant van den Bergelaan 24 B,Rotterdam,529000,140.0,1927,Bestaande bouw,,,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,
Korenmolenstraat 10,Oostzaan,495000,120.0,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin"
Lange Haven 25,Schiedam,389000,106.0,1775,Bestaande bouw,,,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,Aan water en in centrum,Zonneterras
Ringdijk 67,Arnhem,475000,140.0,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg,Achtertuin en voortuin
Julianastraat 34,Beneden-Leeuwen,400000,114.0,1963,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin"
F. Bordewijkstraat 14,Almere,435000,115.0,1998,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Lekstraat 68,Emmeloord,285000,140.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,,Achtertuin en voortuin
Ladogameerhof 168,Amsterdam,420000,88.0,1999,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,
Sint Jorisstraat 15,Echt,250000,148.0,1850,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,F,"In bosrijke omgeving, in centrum en in woonwijk",Achtertuin en plaats
Carel Willinkgracht 555,Diemen,425000,64.0,2018,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,Aan rustige weg en in woonwijk,
Vriezenveenseweg 64,Almelo,200000,78.0,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,Aan drukke weg,Achtertuin
Eem 29,Assen,159500,55.0,1965,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,"Aan park, aan rustige weg en vrij uitzicht",
Ten Have 5,Wapse,1250000,286.0,1850,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,7 kamers (5 slaapkamers),1 badkamer en 3 aparte toiletten,3 woonlagen,A,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom
Reviusstraat 115,Hengelo (OV),365000,136.0,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Riegheide 48,Rolde,385000,133.0,1970,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Rijngraafstraat 57,Breda,450000,115.0,2008,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,In centrum en vrij uitzicht,
Gooilandlaan 81,Heerenveen,299500,116.0,2010,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin
De Kamp 32,Britsum,299000,93.0,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin"
Carry van Bruggenweg 56,Assen,785000,237.0,2008,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Tuin rondom
Buitensingel 172,Oldehove,200000,101.0,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zonneterras"
Utrechtseweg 26 45,Hilversum,395000,98.0,1969,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,Aan drukke weg en open ligging,
Pastpaedje 40,Meijel,315000,93.0,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,10 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Schout 11,Wijk bij Duurstede,590000,145.0,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met metaal en pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Havensingel 144,Eindhoven,425000,86.0,1997,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,,
Kees Mulderweg 1 -F,Wageningen,309000,70.0,2018,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer,1 woonlaag,A,In woonwijk,
Bossenburg 48,Vlissingen,209000,98.0,1978,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Irislaan 24,De Kwakel,549000,130.0,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin
Oude Amersfoortseweg 35,Hilversum,685000,170.0,1905,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Dwarskap bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Touwslagersbaan 6,Batenburg,735000,263.0,1912,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,F,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin"
Nieuweweg 42,Gassel,495000,152.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Tuin rondom
Witte de Withstraat 17 c,Rotterdam,350000,78.0,1949,Bestaande bouw,,,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen,B,In centrum,
Swanneblomstrjitte 32,Stiens,409500,150.0,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,3 woonlagen,C,"Aan rustige weg, aan vaarwater, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Houtwal 19,Apeldoorn,625000,160.0,2005,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met leisteen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Vriezenveenseweg 40,Wierden,349500,96.0,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan drukke weg, in bosrijke omgeving en vrij uitzicht",Tuin rondom
Visserstraat 41 4,Groningen,200000,43.0,1880,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, beschutte ligging en in centrum",Plaats
Lange Veenteweg 16,Epe,279000,84.0,1956,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,"Achtertuin, voortuin en zijtuin"
Dolphijnstraat 8,Eindhoven,400000,131.0,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Broekslootkade 124 C,Den Haag,400000,131.0,1998,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water, in woonwijk, open ligging en vrij uitzicht",Achtertuin
Kruipeind 24,Best,475000,166.0,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Minister Kanstraat 50,Emmen,450000,131.0,1931,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder met vliering en een kelder",E,"Aan rustige weg, in bosrijke omgeving, in centrum en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Crynssenstraat 51 H,Amsterdam,420000,55.0,,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,2 kamers (1 slaapkamer),1 badkamer,1 woonlaag,F,Aan rustige weg en in woonwijk,Achtertuin
Brand 4,Helmond,945000,190.0,2011,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met riet,4 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,,"Achtertuin, voortuin en zijtuin"
Fort Uithoornstraat 18,Weesp,775000,141.0,2021,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Klipper 20,Huizen,425000,129.0,1969,Bestaande bouw,"Eengezinswoning, hoekwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,,"Achtertuin, voortuin en zijtuin"
De Ziel 2,Rolde,515000,163.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg,Tuin rondom
Goudseweg 69,Bodegraven,400000,137.0,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin
Tournooi 58,Krimpen aan den IJssel,398000,133.0,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin
Westpoint 156,Tilburg,985000,308.0,2004,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,A+,"Aan drukke weg, in centrum, in woonwijk en vrij uitzicht",
Grootzeil 1,Krimpen aan den IJssel,399000,121.0,1983,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin
Aardbei 17,Vlijmen,569000,115.0,2022,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A++++,"Aan bosrand, aan rustige weg, aan water, in bosrijke omgeving, in woonwijk, open ligging en vrij uitzicht",Achtertuin
Ooststeeg 148,Wageningen,825000,150.0,2002,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Vlokhovenseweg 44 B,Eindhoven,649000,174.0,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin
Buitenweg 21,Krimpen aan de Lek,415000,119.0,1936,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",G,"Aan rustige weg, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Van Starkenborghstraat 57,Groningen,250000,60.0,1938,Bestaande bouw,,Samengesteld dak,3 kamers (1 slaapkamer),1 badkamer,1 woonlaag,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Kerkveldweg 15,Weert,585000,347.0,1937,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Cinnaberdijk 66,Roosendaal,275000,110.0,1976,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Gravin Adalaan 11,Nieuwegein,765000,141.0,1985,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Mensinge 32,Amsterdam,925000,164.0,1968,Bestaande bouw,,Plat dak,4 kamers (3 slaapkamers),2 badkamers,1 woonlaag,A,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",
Bourgondiëweg 55,Bovenkarspel,285000,120.0,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,In woonwijk,Achtertuin en voortuin
Lingestraat 34,Deventer,186000,77.0,1960,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,D,,
Heiligestraat 60,Tiel,395000,83.0,1929,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",G,In centrum en in woonwijk,Achtertuin en voortuin
Duizendknooplaan 47,Vleuten,575000,161.0,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met kunststof,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin
Zwarthalszwaan 5,Wildervank,569500,125.0,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Workumstraat 93,Emmeloord,285000,139.0,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin
van Oosthuyselaan 33,Driebergen-Rijsenburg,1195000,122.0,1927,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en vrij uitzicht",Tuin rondom
Koningstraat 13,Gendringen,245000,89.0,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin"
Oude Beekbergerweg 236,Apeldoorn,275000,71.0,1952,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,D,,Achtertuin en voortuin
Korte Burgwal 9,Enkhuizen,400000,130.0,1912,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,G,"Aan rustige weg, aan vaarwater en in woonwijk",Achtertuin
Pondstraat 2,Delfgauw,495000,112.0,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin
Speenkruidstraat 5,Heerhugowaard,475000,142.0,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Aletta Jacobs-erf 442,Dordrecht,375000,125.0,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin
Viswei 63,Angeren,469500,132.0,2002,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Maronia 66,Hillegom,695000,119.0,2008,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,1 woonlaag,A,"Aan park, in woonwijk en vrij uitzicht",Zonneterras
Poortwachter 79,Amstelveen,695000,139.0,1987,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan park en in woonwijk,Achtertuin en voortuin
Slootjesbeemd 30,Best,425000,122.0,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin
Onderlangs 7 A,Otterlo,1060000,309.0,2007,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,A,"Aan bosrand, aan rustige weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom
